,budget,genres,id,keywords,original_language,release_date,revenue,runtime,title,Male_lead,Female_lead,Director,screenplay,writer,Music_director
4439,0,['Drama'],157354,police brutality.based on true story.racism.docudrama.day in a life,en,2013-07-25,17385830,85.0,Fruitvale Station,Michael B. Jordan,Octavia Spencer,Ryan Coogler,,Ryan Coogler,Ludwig Göransson
4440,0,"['Comedy', 'Fantasy', 'Thriller']",127867,fantasy.based on comic book.money.magical object.woman director,en,2012-09-08,0,100.0,The Brass Teapot,Michael Angarano,Juno Temple,Ramaa Mosley,Tim Macy,,Andrew Hewitt
4441,858000,"['Animation', 'Drama', 'Family']",3170,forest.coming of age.best friend.loss of loved one,en,1942-08-14,267447150,70.0,Bambi,Donnie Dunagan,Ann Gillis,David Hand,,,Frank Churchill
4442,0,['Comedy'],14014,transporter.sport.independent film,en,2007-04-01,0,88.0,The Hammer,,Heather Juergensen,Charles Herman-Wurmfeld,Kevin Hench,,
4443,850000,"['Drama', 'Comedy', 'Romance']",15708,gay.coming out.religion.mormon,en,2003-07-10,819939,107.0,Latter Days,Steve Sandvoss,Jacqueline Bisset,C. Jay Cox,,,
4444,0,['Drama'],146882,france.caribbean islands.caribbean.woman director,fr,2011-04-11,0,78.0,Elza,,,Mariette Monpierre,Mariette Monpierre,,
4445,1000000,['Drama'],215918,drug addiction.father daughter relationship.semi autobiographical,en,2013-12-31,0,90.0,1982,Bokeem Woodbine,Sharon Leal,Tommy Oliver,Tommy Oliver,,
4446,850000,['Comedy'],84200,crude humor.best friend.phone sex.innuendo.dirty joke,en,2012-08-31,1243961,85.0,"For a Good Time, Call...",Mark Webber,Ari Graynor,Jamie Travis,,Lauren Miller,John Swihart
4447,0,"['Comedy', 'Drama', 'Romance']",84184,relationship problems.male female relationship.divorce.best friends in love,en,2012-08-03,3094813,91.0,Celeste & Jesse Forever,Andy Samberg,Rashida Jones,Lee Toland Krieger,Will McCormack,,
4448,0,"['Comedy', 'Drama', 'Family', 'Science Fiction']",45767,time travel.time machine.christian film,en,2002-10-25,0,95.0,Time Changer,D. David Morin,Jennifer O'Neill,Rich Christiano,,Rich Christiano,
4449,0,"['Crime', 'Drama', 'Thriller']",14823,suspense,en,2006-12-01,0,85.0,London to Brighton,Johnny Harris,Georgia Groome,Paul Andrew Williams,,Paul Andrew Williams,
4450,0,"['Action', 'Comedy', 'Science Fiction']",367551,,en,2015-12-11,0,86.0,American Hero,Stephen Dorff,,Nick Love,,Nick Love,Lorne Balfe
4451,0,"['Thriller', 'Mystery']",343409,woman director,en,2015-06-26,0,90.0,Windsor Drive,Matt Cohen,Samaire Armstrong,Natalie Bible',,T.R. Gough,
4452,800000,['Drama'],60243,emigration.class.money.maid.divorce.iran.caregiver.alzheimer's disease.marital separation.iranian,fa,2011-03-15,0,123.0,A Separation,پیمان معادی,Leila Hatami,Asghar Farhadi,Asghar Farhadi,,Sattar Oraki
4453,0,"['Comedy', 'Drama', 'Thriller']",57294,kidnapping.stand-up comedy.dark comedy.night club.landlord.alcoholic.stand-up comedian.dark humor.swearing,en,2009-06-01,0,93.0,Crying with Laughter,Stephen McCole,,Justin Molotnikov,,Justin Molotnikov,
4454,0,"['Comedy', 'Drama']",11446,parents kids relationship.sister sister relationship.mockery.ugliness.independent film.little girl.school life,en,1995-05-24,0,88.0,Welcome to the Dollhouse,Brendan Sexton III,Heather Matarazzo,Todd Solondz,Todd Solondz,,Jill Wisoff
4455,800000,"['Drama', 'Romance']",47889,independent film,en,1993-10-08,1001437,114.0,Ruby in Paradise,Todd Field,Ashley Judd,Victor Nunez,,Victor Nunez,Charles Engstrom
4456,800000,"['Drama', 'Romance']",25461,independent film,en,2002-05-16,2816116,88.0,Raising Victor Vargas,Victor Rasuk,Judy Marte,Peter Sollett,,Peter Sollett,
4457,0,"['Drama', 'Thriller', 'Romance']",905,london england.casino.irony.forbidden love.loss of husband.reward.silent film,de,1929-01-30,0,109.0,Pandora's Box,Fritz Kortner,Louise Brooks,G.W. Pabst,Ladislaus Vajda,,
4458,0,[],279759,,en,2008-01-01,0,0.0,Harrison Montgomery,,,,,,
4459,0,"['Drama', 'Foreign']",78705,,en,2004-09-21,0,83.0,Live-In Maid,,Norma Aleandro,Jorge Gaggero,,,
4460,0,"['Action', 'Drama', 'Mystery', 'Thriller']",25212,diner.judgment call,en,2000-03-10,0,101.0,Deterrence,Kevin Pollak,Sheryl Lee Ralph,Rod Lurie,,Rod Lurie,
4461,800000,['Drama'],26899,chicken.bullying.rape of a male.misfit.homosexuality.independent film.coming of age.gay sex,en,2003-01-17,62852,94.0,The Mudge Boy,Emile Hirsch,,Michael Burke,,Michael Burke,
4462,0,['Drama'],146269,woman director,en,2000-03-12,0,87.0,The Young Unknowns,Devon Gummersall,Arly Jover,Catherine Jelski,Catherine Jelski,,
4463,0,['Comedy'],292483,sex.thanksgiving.friendship.high school.love.coming of age.wild party,en,2014-09-23,0,90.0,Not Cool,,Cherami Leigh,Shane Dawson,,Dan Schoffer,
4464,800000,"['Horror', 'Comedy']",14451,norway.undead.zombie.wintry,no,2009-01-09,1984662,91.0,Dead Snow,Stig Frode Henriksen,Jenny Skavlan,Tommy Wirkola,Stig Frode Henriksen,,Christian Wibe
4465,780000,"['Action', 'Adventure', 'Drama', 'History', 'War']",10105,winter.belgium.world war ii.nazis.bravery.ardennen.slaughter.nazi germany.soldier,en,2003-09-11,0,90.0,Saints and Soldiers,Larry Bagby,,Ryan Little,,,J Bateman
4466,0,"['Horror', 'Science Fiction']",211557,,en,2012-10-28,0,14.0,Vessel,Walter Phelan,,Clark Baker,,Matt Duffer,Austin Wintory
4467,777000,"['Comedy', 'Drama']",838,farewell.rock and roll.robbery.love at first sight.car race.radio station.car breakdown.vandalism.radio.radio presenter.airplane.car.child,en,1973-08-01,140000000,110.0,American Graffiti,Richard Dreyfuss,Cindy Williams,George Lucas,George Lucas,,
4468,0,['Documentary'],40862,,en,2006-01-01,0,75.0,Iraq for Sale: The War Profiteers,,,Robert Greenwald,,,
4469,0,"['Animation', 'Comedy']",13158,africa.blood splatter.surrealism.blood.robot.adult animation,en,2007-04-13,0,86.0,Aqua Teen Hunger Force Colon Movie Film for Theaters,Dana Snyder,,Dave Willis,,,
4470,750000,"['Comedy', 'Romance', 'Science Fiction', 'Drama']",84332,time travel,en,2012-06-08,4007792,85.0,Safety Not Guaranteed,Mark Duplass,Aubrey Plaza,Colin Trevorrow,,Derek Connolly,Ryan Miller
4471,0,"['Comedy', 'Documentary']",74510,stand-up comedy,en,2011-09-09,0,89.0,Kevin Hart: Laugh at My Pain,Kevin Hart,,Tim Story,,Kevin Hart,
4472,500000,"['Horror', 'Thriller', 'Crime']",74725,hotel.wife husband relationship.hitman.infection.forest.cult.priest.murderer.brutality.bonfire.ceremony.ex soldier.ritual sacrifice.contract killer.video tape.folk horror.mumblegore,en,2011-09-02,171760,95.0,Kill List,Neil Maskell,MyAnna Buring,Ben Wheatley,,Ben Wheatley,Jim Williams
4473,750000,"['Horror', 'Thriller']",58428,anti terror.terror.beer.supernatural.towel.inn.phone.whispering.casa encantada.mumblegore,en,2011-12-01,78396,102.0,The Innkeepers,Pat Healy,Sara Paxton,Ti West,,Ti West,Jeff Grace
4474,750000,['Drama'],8416,paris.italy.assassin.fascism.benito mussolini,it,1970-10-21,0,107.0,The Conformist,Jean-Louis Trintignant,Stefania Sandrelli,Bernardo Bertolucci,,Bernardo Bertolucci,Georges Delerue
4475,500000,"['Drama', 'Thriller']",36584,assassination.paranoia.suspense.conspiracy,en,2002-05-09,0,88.0,Interview with the Assassin,Dylan Haggerty,Renee Faia,Neil Burger,,,
4476,0,"['Horror', 'Drama', 'Thriller', 'Crime']",13429,,en,2008-07-18,0,99.0,Donkey Punch,Tom Burke,Nichola Burley,Olly Blackburn,,,François-Eudes Chanfrault
4477,750000,"['Horror', 'Mystery', 'Thriller']",9022,suicide attempt.gun.texas.mass murder.farm worker.planned murder.beauty.dying and death.fraud.plan.surprise.farm.victim of murder.conspiracy of murder.high school.murder.youth.beautiful girl.female corpse,en,2008-02-15,0,90.0,All the Boys Love Mandy Lane,Anson Mount,Amber Heard,Jonathan Levine,Jacob Forman,,
4478,0,['Horror'],22530,vampire.daywalker,en,2008-01-01,0,95.0,Bled,Chris Ivan Cevic,Sarah Farooqui,Christopher Hutson,,,
4479,730000,['Western'],288,gunslinger.showdown.fistfight.morality.u.s. marshal.battle.justice.one against many.quick draw.brawl.street shootout,en,1952-03-27,8000000,85.0,High Noon,Gary Cooper,Grace Kelly,Fred Zinnemann,Carl Foreman,,Dimitri Tiomkin
4480,700000,['Documentary'],14275,chicago.sports team.ghetto.narration.college.sport.basketball.high school sports.independent film.inner city.high school student,en,1994-09-12,7830611,171.0,Hoop Dreams,William Gates,,Steve James,,Steve James,
4481,0,['Documentary'],2287,street gang.hip-hop.dance.fight.breakdance.ghetto.musical.clowning.gang.los angeles,en,2005-01-15,0,86.0,Rize,Christopher Toler,,David LaChapelle,,,
4482,700000,['Drama'],18734,independent film,en,2001-01-20,1667192,97.0,L.I.E.,Paul Dano,,Michael Cuesta,,Michael Cuesta,
4483,0,"['Mystery', 'Drama', 'Thriller']",206197,witch.woman director,en,2015-04-10,0,104.0,The Sisterhood of Night,Kal Penn,Kara Hayward,Caryn Waechter,Marilyn Fu,,
4484,0,"['Crime', 'Drama', 'Music']",26837,dancing.hip-hop.b-girl.street dance.b-boying.b-girling.dance crew.woman director,en,2009-07-29,0,84.0,B-Girl,Wesley Jonathan,Missy Yager,Emily Dell,,,
4485,700000,['Drama'],7859,date.ex-girlfriend.bicycle.crack.independent film,en,2006-08-11,4911725,107.0,Half Nelson,Ryan Gosling,Shareeka Epps,Ryan Fleck,,,
4486,700000,['Drama'],302579,native american.racism.family.woman director,en,1999-10-08,10508,107.0,Naturally Native,Pato Hoffmann,Irene Bedard,Valerie Red-Horse,,Valerie Red-Horse,
4487,0,"['Action', 'Comedy', 'Romance', 'Science Fiction', 'Thriller']",51955,,en,1997-09-11,0,92.0,Hav Plenty,Christopher Scott Cherot,Chenoa Maxwell,Christopher Scott Cherot,,Christopher Scott Cherot,Wendy Melvoin
4488,750000,"['Thriller', 'Crime', 'Drama']",376004,,en,2016-01-05,0,80.0,Adulterers,Sean Faris,Danielle Savre,H.M. Coakley,,H.M. Coakley,
4489,650,"['Horror', 'Fantasy']",158752,,en,2013-10-11,0,90.0,Escape from Tomorrow,Roy Abramsohn,Alison Lees-Taylor,Randy Moore,,Randy Moore,Abel Korzeniowski
4490,0,"['Documentary', 'Foreign']",40658,,en,2009-09-30,0,103.0,Starsuckers,Richard Curtis,Emma Freud,Chris Atkins,,,
4491,0,['Documentary'],296943,,en,2014-10-31,0,70.0,The Hadza:  Last of the First,,,Bill Benenson,,,
4492,0,"['Mystery', 'Thriller']",118612,coma.crash.accepting death,en,2012-08-27,0,90.0,After,Steven Strait,Sandra Ellis Lafferty,Ryan Smith,,Ryan Smith,Tyler Smith
4493,625000,['Drama'],138976,,en,2013-05-16,0,68.0,Treachery,Matthew Ziff,Sarah Butler,Travis Romero,,,
4494,700000,"['Drama', 'Comedy']",323967,god.woman director,en,2015-03-13,0,87.0,Walter,Andrew J. West,Virginia Madsen,Anna Mastro,,Paul Shoulberg,Dan Romer
4495,609000,"['Comedy', 'Music', 'Romance']",3080,venice.dance.musical.tap dancing.stage show.fashion designer.mistaken identity.fashion.valet.rapier,en,1935-09-06,3202000,101.0,Top Hat,Fred Astaire,Ginger Rogers,Mark Sandrich,Károly Nóti,,
4496,60000,"['Horror', 'Mystery']",2667,witch.voodoo.legend.sorcery.maryland.forest.footage.horror.true.student.lost.found footage.film,en,1999-07-14,248000000,81.0,The Blair Witch Project,Michael C. Williams,Heather Donahue,Daniel Myrick,,Daniel Myrick,Tony Cora
4497,600000,"['History', 'Documentary', 'Music']",9459,hippie.free love.musical.music.woodstock.music festival.rock music.summer,en,1970-03-26,34505110,225.0,Woodstock,Joe Cocker,Joan Baez,Michael Wadleigh,Michael Wadleigh,,
4498,600000,['Comedy'],11598,journalism.commercial.television.tv show.manipulation of the media.tv ratings.satire.television producer,en,1977-08-10,0,83.0,The Kentucky Fried Movie,Bill Bixby,Marilyn Joi,John Landis,,Jerry Zucker,Igo Kantor
4499,0,"['Action', 'Adventure', 'Drama']",26916,suspense,en,2000-10-31,0,106.0,Mercy Streets,Eric Roberts,Cynthia Watros,Jon Gunn,,,
4500,0,"['Thriller', 'Mystery']",181940,,en,2007-07-20,0,103.0,Carousel of Revenge,,,Gene Teigland,,Gene Teigland,
4501,0,['Drama'],125263,,en,1998-04-18,0,90.0,Broken Vessels,Todd Field,Roxana Zal,Scott Ziehl,,,
4502,0,"['Crime', 'Drama']",263503,,en,2014-05-02,0,0.0,Water & Power,Enrique Murciano,Yvette Yates,Richard Montoya,,Richard Montoya,
4503,522360,"['Music', 'Documentary']",324322,woman director,fr,2015-10-13,0,105.0,They Will Have to Kill Us First,,,Johanna Schwartz,,Andy Morgan,
4504,0,[],331493,,en,2014-01-01,0,0.0,Light from the Darkroom,,,,,,
4505,0,"['Drama', 'Comedy']",375950,hospital.doctor,fr,2016-03-23,0,102.0,The Country Doctor,Christophe Odent,Marianne Denicourt,Thomas Lilti,,Thomas Lilti,
4506,0,['Thriller'],278348,,en,2014-08-08,0,98.0,The Maid's Room,Bill Camp,Paula Garcés,Michael Walker,,Michael Walker,Arturo Rodriguez
4507,560000,"['Comedy', 'Music']",704,adolescence.culture clash.press conference.behind the scenes.police chase.mockumentary.older man younger woman relationship.shaving.the beatles song.railway station.performer.psychotronic.generation gap.television director,en,1964-07-06,12299668,88.0,A Hard Day's Night,John Lennon,Isla Blair,Richard Lester,Alun Owen,,
4508,56000,['Documentary'],70875,migration.immigration.agriculture.food.human rights.pesticide.environment.children's rights.migrant farmworker.labor.latino.child labor,en,2011-07-29,0,80.0,The Harvest (La Cosecha),,,U. Roberto Romano,,,
4509,550000,"['Drama', 'Thriller']",75986,obsession.radio.nudity.letter.love.romance.lingerie.extramarital affair.woman director,en,1983-04-01,0,98.0,Love Letters,Matt Clark,Jamie Lee Curtis,Amy Holden Jones,,Amy Holden Jones,
4510,0,"['Comedy', 'Drama']",385636,pornography.sex.love.teenager.death,sl,2015-09-17,0,83.0,Juliet and Alfa Romeo,,,Blaž Završnik,Dimitrije Vojnov,,
4511,500000,['Drama'],14438,father son relationship.fire.firemen.christian.advice.marriage.faith.christian film.dysfunctional marriage.religious conversion.hospital,en,2008-09-26,33456317,122.0,Fireproof,Kirk Cameron,Erin Bethea,Alex Kendrick,,,
4512,550000,"['Documentary', 'Drama']",211086,himalaya.hindu.pilgrimage.faith.hinduism.little boy.spirituality.new age.religion.orphan.india.religious.child abandonment.ganja.kumbh mela.ganga,hi,2013-11-21,0,115.0,Faith Connections,,,Pan Nalin,Pan Nalin,,
4513,0,"['Adventure', 'Family', 'Romance']",23069,hostage.affection.rescue.dog.animal actor.benji,en,1974-10-17,0,86.0,Benji,Peter Breck,Patsy Garrett,Joe Camp,,,
4514,130000,"['Drama', 'Thriller']",83,diving.cataclysm.nightmare.panic.red sea.primal fear.scuba diving.shark.scuba,en,2004-08-06,54667954,79.0,Open Water,Daniel Travis,Blanchard Ryan,Chris Kentis,,,Graeme Revell
4515,0,['Comedy'],89857,,en,2012-03-06,0,87.0,High Road,Andrew Daly,Lizzy Caplan,Matt Walsh,Matt Walsh,,
4516,500000,"['Horror', 'Science Fiction']",30315,hotel.small town.siege.independent film.corpse.tarantula.death.animal attack.spiders,en,1977-08-24,17000000,97.0,Kingdom of the Spiders,William Shatner,Tiffany Bolling,John 'Bud' Cardos,Alan Caillou,,
4517,0,"['Documentary', 'Family']",14358,competition.documentary.dance contest.ballroom dancing.kids.woman director,en,2005-05-13,0,105.0,Mad Hot Ballroom,,,Marilyn Agrelo,Amy Sewell,,
4518,500000,"['Drama', 'Comedy']",2056,train station.new jersey.small person.friendship.newfoundland,en,2003-01-26,8679814,88.0,The Station Agent,Peter Dinklage,Patricia Clarkson,Tom McCarthy,,,Stephen Trask
4519,0,['Drama'],41144,christian.independent film,en,2009-11-05,0,120.0,To Save A Life,Randy Wayne,Deja Kreutzberg,Brian Baugh,,,
4520,0,['Documentary'],35199,competition.documentary.contest.crossword puzzle,en,2006-06-26,0,94.0,Wordplay,Will Shortz,,Patrick Creadon,,Patrick Creadon,
4521,2053648,['Documentary'],14271,wrestling.sport.controversial.ecw.wwe,en,1999-10-22,500000,102.0,Beyond the Mat,Mick Foley,Noelle Foley,Barry W. Blaustein,,Barry W. Blaustein,
4522,0,"['Comedy', 'Drama', 'Family', 'Romance']",16653,,en,2002-01-30,0,102.0,The Singles Ward,Will Swenson,Connie Young,Kurt Hale,,Kurt Hale,
4523,46000,['Drama'],14757,independent film,ps,2003-05-20,0,83.0,Osama,Arif Herati,Marina Golbahari,Siddiq Barmak,,Siddiq Barmak,Mohammad Reza Darvishi
4524,500000,['Documentary'],84401,,en,2012-02-24,845188,93.0,Sholem Aleichem: Laughing In The Darkness,Jason Kravitz,Rachel Dratch,Joseph Dorman,,Joseph Dorman,
4525,0,"['Drama', 'Music', 'Romance']",23655,independent film,en,2000-06-08,0,86.0,Groove,Hamish Linklater,Mackenzie Firgens,Greg Harrison,,Greg Harrison,
4526,0,"['Comedy', 'Crime', 'Family']",36825,,en,2003-01-31,0,101.0,The R.M.,Kirby Heyborne,,Kurt Hale,,,
4527,0,"['Drama', 'Romance']",33430,independent film,en,1999-07-30,0,111.0,Twin Falls Idaho,Mark Polish,Lesley Ann Warren,Michael Polish,,Mark Polish,
4528,500000,"['Crime', 'Drama']",12281,suicide.alcohol.secret.birthday.lake.oregon.brother.party.love.friends.prank.bully.drug.gay man.naked.invite.dare,en,2004-01-15,603943,90.0,Mean Creek,Rory Culkin,Carly Schroeder,Jacob Aaron Estes,Jacob Aaron Estes,,tomandandy
4529,0,"['Romance', 'Crime', 'Drama']",125052,prison.new mexico.smuggling.gang.theft,en,1997-01-21,0,86.0,Hurricane Streets,Brendan Sexton III,,Morgan J. Freeman,,Morgan J. Freeman,
4530,0,"['Comedy', 'Romance']",96238,romantic comedy,en,2002-07-12,0,98.0,Never Again,Jeffrey Tambor,Jill Clayburgh,Eric Schaeffer,,Eric Schaeffer,Amanda Kravat
4531,0,"['Crime', 'Drama', 'Thriller']",30246,woman director,en,2003-08-29,0,95.0,Civil Brand,Clifton Powell,LisaRaye McCoy,Neema Barnette,,,
4532,0,"['Comedy', 'Drama', 'Romance']",7301,sexuality.parents kids relationship.indiana.anti hero.melancholy.brother.uncle,en,2005-11-16,0,91.0,Lonesome Jim,Casey Affleck,Liv Tyler,Steve Buscemi,Jim Strouse,,
4533,0,"['Romance', 'Drama']",172533,male female relationship.co-worker.relationship.mumblecore,en,2013-08-23,343341,90.0,Drinking Buddies,Jake Johnson,Olivia Wilde,Joe Swanberg,,Joe Swanberg,
4534,500000,['Documentary'],180383,magic.woman director,en,2012-10-04,0,88.0,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,Ricky Jay,,Molly Bernstein,,,
4535,2000000,"['Action', 'Drama']",346,japan.samurai.peasant.looting.rice.fencing.village.moral ambiguity.battle.practice.16th century,ja,1954-04-26,271841,207.0,Seven Samurai,Toshirō Mifune,Keiko Tsushima,Akira Kurosawa,Akira Kurosawa,,Fumio Hayasaka
4536,0,['Documentary'],84318,olympic games.sport.basketball.basketball team,en,2012-09-28,0,89.0,The Other Dream Team,Jim Lampley,,Marius Markevicius,,Marius A. Markevicius,
4537,500000,"['Comedy', 'Romance']",45145,sex.nightclub.nudity.musician.song.rock.idol.music.rent.liar.independent film,en,1991-08-18,0,97.0,Johnny Suede,Brad Pitt,Catherine Keener,Tom DiCillo,,Tom DiCillo,Jim Farmer
4538,0,['Comedy'],13983,satire.independent film.spoof,en,2007-01-21,0,84.0,Finishing The Game,Roger Fan,Monique Gabriela Curnen,Justin Lin,,Justin Lin,
4539,500000,"['Comedy', 'Drama', 'Fantasy', 'Horror', 'Mystery']",45649,exploding building.duringcreditsstinger,en,2010-07-09,98017,85.0,Rubber,Thomas F. Duffy,Roxane Mesquida,Quentin Dupieux,,Quentin Dupieux,Gaspard Augé
4540,0,"['Drama', 'Comedy', 'Romance']",19844,gay interest,en,2007-01-01,0,100.0,Kiss the Bride,,Tori Spelling,C. Jay Cox,,,
4541,0,['Drama'],21801,,en,2002-01-01,0,112.0,The Slaughter Rule,Ryan Gosling,Clea DuVall,Alex Smith,,Alex Smith,Jay Farrar
4542,500000,"['Drama', 'Thriller', 'Science Fiction']",43933,monster.pyramid.radio.dystopia.infection.forest.low-budget.alien.alien invasion.central america.vigil.cattle.dead fish,en,2010-06-18,4242978,94.0,Monsters,Scoot McNairy,Whitney Able,Gareth Edwards,,Gareth Edwards,Jon Hopkins
4543,0,"['Drama', 'Comedy']",73511,,en,2005-10-21,0,91.0,The Californians,Noah Wyle,Illeana Douglas,Jonathan Parker,,Jonathan Parker,
4544,0,['Comedy'],43653,independent film,en,2007-01-01,0,91.0,The Living Wake,Jesse Eisenberg,Ann Dowd,Sol Tryon,,Mike O'Connell,
